%time,field.waypoint,field.index,field.pose.header.seq,field.pose.header.stamp,field.pose.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.state
1509044736819636141,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044736877226714,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044736929616855,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044736984296931,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737036775791,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737087189794,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737138829957,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737188200439,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737246614022,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737296007570,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737346841036,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737397163647,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737449170562,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737499726861,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737549059270,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737599271784,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737649316844,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737701008353,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737750535803,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737799673683,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737849600435,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737901612007,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044737951774667,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738004362573,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738055070593,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738105446892,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738160176877,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738211034990,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738261274423,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738309611768,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738366387457,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738428812521,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738496286560,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738563286446,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738630267560,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738696574654,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738762585114,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738829951581,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738895921717,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044738961152552,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044739028145352,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044739094120337,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044739161583608,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044739227151975,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044739294049155,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739361229987,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739426502756,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,0
1509044739494334606,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739559763825,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739629063145,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739694557485,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739760997947,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739827675898,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739892962023,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044739960675055,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740027811616,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740094391421,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740161484095,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740227808366,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740294413033,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740361220941,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740427205183,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740494565799,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740561976214,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740632589960,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740695674278,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740765136074,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740828757114,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740898368271,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044740976309234,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741029136883,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741095005780,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741161938031,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741229399835,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741295130131,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741361643756,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741428122817,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741495922909,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741562186933,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741630846434,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741695291776,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741762224149,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741830335411,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741895766027,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044741962638273,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742030009967,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742096259739,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742162658595,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742278252261,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742345654212,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742395197901,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742450360576,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742499789133,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742559382644,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742629690044,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742696554578,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742761819196,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742828059514,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742895468458,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044742960931643,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743028908504,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743093966165,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743160342130,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743227363878,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743315955668,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743365045679,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,2
1509044743430119668,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743495156522,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743559785441,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743627985581,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743727064040,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743792579520,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743847006558,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743897516289,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044743961616174,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744030981280,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744094771658,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744163953176,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744227673697,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744296500937,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744360883264,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744428671104,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744529423048,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744603479981,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744652907709,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744703918108,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744763214933,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744829511572,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744898888409,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044744962243208,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745029388161,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745142118472,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745216494512,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745267249634,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745319886792,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745373000321,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745429868701,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745495393058,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745562249232,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745628952428,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745694732119,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745762033681,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745826870082,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745895076107,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044745960023046,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746028266210,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746094220366,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746160979890,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746243306810,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746298352492,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746364541297,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746450218627,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746500415429,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746560303292,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746627021805,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746693564122,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746806676492,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746892751044,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746946040735,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044746999957108,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747051918145,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747103740481,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747161598450,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747228411802,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747297005087,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747402461144,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747471207675,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747523455468,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747577937252,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747630805636,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747695786004,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747761727400,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747828816363,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747895052988,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044747961455063,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748028709168,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748096793787,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748162332008,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748281428148,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748348176590,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748399268894,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748450270622,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748499602945,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748563786552,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748630142580,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748697055062,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
1509044748762655189,47,0,0,1509044730341085910,/world,20.991,22.837,1.524,0.0,0.0,0.000698131644088,0.999999756306,4
